Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL
Milk Drop,Dr. Harold E. Edgerton,"(American, 1903–1990)",c. 1936,Gelatin silver print,"9 1/2 x 7 5/8"" (24.1 x 19.4 cm)",Gift of the Harold and Esther Edgerton Family Foundation,257.1996,Photograph,Photography,1996-06-13,Y,49656,http://www.moma.org/collection/works/49656
Milk Drop,Dr. Harold E. Edgerton,"(American, 1903–1990)",c. 1936,Gelatin silver print,"9 1/2 x 7 5/8"" (24.2 x 19.4 cm)",Gift of the Harold and Esther Edgerton Family Foundation,258.1996,Photograph,Photography,1996-06-13,Y,49666,http://www.moma.org/collection/works/49666
Milk Drop,Dr. Harold E. Edgerton,"(American, 1903–1990)",c. 1936,Gelatin silver print,"9 x 7 5/8"" (22.9 x 19.4 cm)",Gift of the Harold and Esther Edgerton Family Foundation,259.1996,Photograph,Photography,1996-06-13,Y,49677,http://www.moma.org/collection/works/49677
Milk Drop,Dr. Harold E. Edgerton,"(American, 1903–1990)",c. 1936,Gelatin silver print,"9 9/16 x 7 5/8"" (24.3 x 19.4 cm)",Gift of the Harold and Esther Edgerton Family Foundation,260.1996,Photograph,Photography,1996-06-13,Y,49688,http://www.moma.org/collection/works/49688
Milk Drop,Dr. Harold E. Edgerton,"(American, 1903–1990)",c. 1936,Gelatin silver print,"9 1/2 x 7 5/8"" (24.1 x 19.4 cm)","Gift of the Harold and Esther Edgerton Family Foundation, Concord, MA",261.1996,Photograph,Photography,1996-06-13,Y,49699,http://www.moma.org/collection/works/49699
Milk Drop,Dr. Harold E. Edgerton,"(American, 1903–1990)",c. 1936,Gelatin silver print,"9 1/2 x 7 5/8"" (24.1 x 19.4 cm)",Gift of the Harold and Esther Edgerton Family Foundation,262.1996,Photograph,Photography,1996-06-13,Y,49710,http://www.moma.org/collection/works/49710
Milk Drop,Dr. Harold E. Edgerton,"(American, 1903–1990)",c. 1936,Gelatin silver print,"9 9/16 x 7 5/8"" (24.3 x 19.4 cm)",Gift of the Harold and Esther Edgerton Family Foundation,263.1996,Photograph,Photography,1996-06-13,Y,49722,http://www.moma.org/collection/works/49722
Fencer,Dr. Harold E. Edgerton,"(American, 1903–1990)",1938,Gelatin silver print,"12 1/2 x 10"" (31.7 x 25.4 cm)",Gift of the artist,264.1996,Photograph,Photography,1996-06-13,Y,49734,http://www.moma.org/collection/works/49734
Jackie Jumps a Bench,Dr. Harold E. Edgerton,"(American, 1903–1990)",1938,"Gelatin silver print, printed c. 1949","7 9/16 x 9 1/2"" (19.3 x 24.1 cm)",Gift of the Harold and Esther Edgerton Family Foundation,265.1996,Photograph,Photography,1996-06-13,Y,49746,http://www.moma.org/collection/works/49746
Bobby Jones Golf Swing,Dr. Harold E. Edgerton,"(American, 1903–1990)",1939 or before,Gelatin silver print,"9 5/8 x 7 3/4"" (24.4 x 19.7 cm)",Gift of the Harold and Esther Edgerton Family Foundation,266.1996,Photograph,Photography,1996-06-13,Y,49759,http://www.moma.org/collection/works/49759
Bobby Jones with a Driver,Dr. Harold E. Edgerton,"(American, 1903–1990)",1938,Gelatin silver print,"9 5/8 x 11 1/2"" (24.4 x 29.2 cm)",Gift of the artist,267.1996,Photograph,Photography,1996-06-13,Y,49771,http://www.moma.org/collection/works/49771
Cicada,Dr. Harold E. Edgerton,"(American, 1903–1990)",1939 or before,Gelatin silver print,"8 1/8 x 10 9/16"" (20.6 x 26.8 cm)",Gift of the Harold and Esther Edgerton Family Foundation,268.1996,Photograph,Photography,1996-06-13,Y,49783,http://www.moma.org/collection/works/49783
Golf Swing,Dr. Harold E. Edgerton,"(American, 1903–1990)",1939 or before,Gelatin silver print,"8 1/8 x 10 9/16"" (20.6 x 26.8 cm)",Gift of the Harold and Esther Edgerton Family Foundation,269.1996,Photograph,Photography,1996-06-13,Y,49796,http://www.moma.org/collection/works/49796
Smash!,Dr. Harold E. Edgerton,"(American, 1903–1990)",1933,Gelatin silver print,"14 1/4 x 10 1/2"" (36.2 x 26.6 cm)",Gift of the artist,270.1996,Photograph,Photography,1996-06-13,Y,49809,http://www.moma.org/collection/works/49809
This is Coffee,Dr. Harold E. Edgerton,"(American, 1903–1990)",1933,Gelatin silver print,"9 7/8 x 12 7/8"" (25.1 x 32.7 cm)",Gift of the artist,271.1996,Photograph,Photography,1996-06-13,Y,49821,http://www.moma.org/collection/works/49821
Indian Club Demonstration,Dr. Harold E. Edgerton,"(American, 1903–1990)",1939,Gelatin silver print,"8 3/8 x 6 5/8"" (21.3 x 16.8 cm)",Gift of the Harold and Esther Edgerton Family Foundation,272.1996,Photograph,Photography,1996-06-13,Y,49832,http://www.moma.org/collection/works/49832
Pelton Wheel,Dr. Harold E. Edgerton,"(American, 1903–1990)",1939,Gelatin silver print,"10 x 12 1/2"" (25.4 x 31.7 cm)",Gift of Dr. Harold E. Edgerton,273.1996,Photograph,Photography,1996-06-13,Y,49843,http://www.moma.org/collection/works/49843
Milk Drop Coronet,Dr. Harold E. Edgerton,"(American, 1903–1990)",1957,"Dye transfer print, printed 1963","9 3/4 x 7 7/8"" (24.8 x 20 cm)",Gift of Dr. Harold E. Edgerton,274.1996,Photograph,Photography,1996-06-13,Y,49855,http://www.moma.org/collection/works/49855
"Norfolk, Connecticut",Larry Fink,"(American, born 1941)",1978,Gelatin silver print,"14 1/4 x 14 5/8"" (36.2 x 37.1 cm)",Gift of Pauline Marks,275.1996,Photograph,Photography,1996-06-13,Y,49866,http://www.moma.org/collection/works/49866
"Pearls, New York City",Larry Fink,"(American, born 1941)",1986,Gelatin silver print,"14 3/8 x 14 5/8"" (36.5 x 37.1 cm)",Gift of Pauline Marks,276.1996,Photograph,Photography,1996-06-13,Y,49877,http://www.moma.org/collection/works/49877
"Giselle, Nice, France",Larry Fink,"(American, born 1941)",1988,Gelatin silver print,"14 1/4 x 14 3/4"" (36.2 x 37.5 cm)",Gift of Pauline Marks,277.1996,Photograph,Photography,1996-06-13,Y,49889,http://www.moma.org/collection/works/49889
"Blue Horizon, Philadelphia, PA",Larry Fink,"(American, born 1941)",1991,Gelatin silver print,"14 3/4 x 14 1/2"" (37.5 x 36.8 cm)",Gift of Pauline Marks,278.1996,Photograph,Photography,1996-06-13,Y,49900,http://www.moma.org/collection/works/49900
Mother and Maggie Kuhn,Larry Fink,"(American, born 1941)",1991,Gelatin silver print,"14 3/8 x 14 1/2"" (36.5 x 36.8 cm)",Gift of Pauline Marks,279.1996,Photograph,Photography,1996-06-13,Y,49911,http://www.moma.org/collection/works/49911
Untitled,"Robert Gober, Christopher Wool","(American, born 1954) (American, born 1955)",1988,Gelatin silver print,"13 1/8 x 10 1/8"" (33.3 x 25.7 cm)",Gift of Werner and Elaine Dannheisser,280.1996,Photograph,Photography,1996-06-13,N,49922,
Untitled,Robert Gober,"(American, born 1954)",1992-93,Gelatin silver print,"16 3/4 x 12 5/8"" (42.5 x 32.1 cm)",Gift of Werner and Elaine Dannheisser,281.1996,Photograph,Photography,1996-06-13,Y,49934,http://www.moma.org/collection/works/49934
"Baroque Bedroom, Model Home, Staten Island, N.Y.; Motel, San Francisco",Dan Graham,"(American, born 1942)",1967/1982,Two chromogenic color prints,"35 1/4 x 25 7/8"" (89.5 x 65.7 cm)",Gift of the Dannheisser Foundation,282.1996,Photograph,Photography,1996-06-13,N,49946,
Palms on the Banks of the Nile,John B. Greene,"(American, born France. 1832–1856)",1853-54,Salted paper print from a paper negative,"9 1/8 x 11 9/16"" (23.2 x 29.4 cm)",Gift of Jerome Powell,283.1996,Photograph,Photography,1996-06-13,N,49957,
Ratingen Swimming Pool,Andreas Gursky,"(German, born 1955)",1987,Chromogenic color print,"19 1/16 x 23 3/8"" (48.4 x 59.4 cm)",Gift of Werner and Elaine Dannheisser,284.1996,Photograph,Photography,1996-06-13,Y,49969,http://www.moma.org/collection/works/49969
New Year's Day Swimmers,Andreas Gursky,"(German, born 1955)",1988,Chromogenic color print,"22 13/16 x 30 9/16"" (57.9 x 77.6 cm)",Gift of Werner and Elaine Dannheisser,285.1996,Photograph,Photography,1996-06-13,Y,49981,http://www.moma.org/collection/works/49981
Accumulation of Nets (No. 7),Yayoi Kusama,"(Japanese, born 1929)",1962,Collage of gelatin silver prints,"29 x 24 1/2"" (73.7 x 62.2 cm)",Gift of Agnes Gund,286.1996,Photograph,Photography,1996-06-13,Y,49993,http://www.moma.org/collection/works/49993
New York,Helen Levitt,"(American, 1913–2009)",1940,"Gelatin silver print, printed c. 1995","7 3/8 x 10 7/8"" (18.7 x 27.6 cm)",Gift of Philip Perkis,287.1996,Photograph,Photography,1996-06-13,Y,50005,http://www.moma.org/collection/works/50005
"Brooklyn, New York",Helen Levitt,"(American, 1913–2009)",1982,Gelatin silver print,"10 11/16 x 8 1/16"" (27.2 x 20.5 cm)",Gift of Marvin Hoshino in memory of Clara Shapiro,288.1996,Photograph,Photography,1996-06-13,Y,50017,http://www.moma.org/collection/works/50017
New York,Helen Levitt,"(American, 1913–2009)",1982,Gelatin silver print,"9 9/16 x 6 7/16"" (24.3 x 16.4 cm)",Gift of Marvin Hoshino in memory of Ben Maddow,289.1996,Photograph,Photography,1996-06-13,Y,50031,http://www.moma.org/collection/works/50031
New York,Helen Levitt,"(American, 1913–2009)",1982,Gelatin silver print,"10 1/8 x 7"" (25.7 x 17.8 cm)",Gift of Marvin Hoshino in memory of William M. Billy,290.1996,Photograph,Photography,1996-06-13,Y,50044,http://www.moma.org/collection/works/50044
New York,Helen Levitt,"(American, 1913–2009)",1983,Gelatin silver print,"7 1/16 x 10 3/4"" (17.9 x 27.3 cm)",Gift of Marvin Hoshino,291.1996,Photograph,Photography,1996-06-13,Y,50058,http://www.moma.org/collection/works/50058
Antonin Artaud,Man Ray (Emmanuel Radnitzky),"(American, 1890–1976)",1926,Gelatin silver print,"9 3/16 x 6 15/16"" (23.4 x 17.7 cm)",Gift of Paul F. Walter,292.1996,Photograph,Photography,1996-06-13,N,50072,
Untitled (Sprinter),"Étienne-Jules Marey, George Demeny","(French, 1830–1904)",1890-1900,Gelatin silver print,"6 1/16 x 14 5/8"" (15.4 x 37.2 cm)",Gift of Paul F. Walter,293.1996,Photograph,Photography,1996-06-13,Y,50087,http://www.moma.org/collection/works/50087
Untitled,"Cindy Sherman, Richard Prince","(American, born 1954) (American, born 1949)",1980,Two chromogenic color prints,"15 x 23"" (38.1 x 58.5 cm) (each)",Gift of Werner and Elaine Dannheisser,294.1996.a-b,Photograph,Photography,1996-06-13,N,50113,
Entertainers,Richard Prince,"(American, born 1949)",1982-83,Chromogenic color print,"61 1/2 x 46 1/2"" (156.2 x 118.1 cm)",Gift of Werner and Elaine Dannheisser,295.1996,Photograph,Photography,1996-06-13,N,50130,
Elephant. (Slon),Aleksandr Rodchenko,"(Russian, 1891–1956)",1926-27,Gelatin silver print,"8 15/16 x 6 11/16"" (22.7 x 17 cm)",Gift of Anne Ehrenkranz in honor of Philip Johnson,296.1996,Photograph,Photography,1996-06-13,N,50147,
Untitled (man holds microphone in right hand),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"14 x 18 5/8"" (35.6 x 47.3 cm)",Lois and Bruce Zenkel Fund,297.1996,Photograph,Photography,1996-06-13,N,50164,
Untitled (hand of man touches woman's head),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"14 7/8 x 18 5/8"" (37.8 x 47.3 cm)",Lois and Bruce Zenkel Fund,298.1996,Photograph,Photography,1996-06-13,N,50180,
Untitled (woman with hand on clapping man's head),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"13 7/8 x 18 9/16"" (35.2 x 47.2 cm)",Lois and Bruce Zenkel Fund,299.1996,Photograph,Photography,1996-06-13,N,50197,
"Untitled, from the series Come Sunday",Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"14 x 18 3/4"" (35.6 x 47.6 cm)",Lois and Bruce Zenkel Fund,300.1996,Photograph,Photography,1996-06-13,N,50227,
Untitled (woman kneels and embraces boy),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"14 x 18 5/8"" (35.6 x 47.3 cm)",Christie Calder Salomon Fund,301.1996,Photograph,Photography,1996-06-13,N,50244,
Untitled (row of parishoners with bibles seen from the side),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"13 7/8 x 18 9/16"" (35.2 x 47.1 cm)",Gift of the photographer,302.1996,Photograph,Photography,1996-06-13,N,50261,
Untitled (woman playing tambourine),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"13 7/8 x 18 5/8"" (35.2 x 47.3 cm)",Gift of the photographer,303.1996,Photograph,Photography,1996-06-13,N,50278,
Untitled from the series Come Sunday,Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"14 x 18 5/8"" (35.6 x 47.3 cm)",Gift of the photographer,304.1996,Photograph,Photography,1996-06-13,N,50297,
Untitled (three women crying and singing),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"13 7/8 x 18 9/16"" (35.2 x 47.1 cm)",Gift of the photographer,305.1996,Photograph,Photography,1996-06-13,N,50315,
Untitled (four men singing),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"13 7/8 x 18 9/16"" (35.2 x 47.1 cm)",Gift of the photographer,306.1996,Photograph,Photography,1996-06-13,N,50334,
Untitled (women behind stack of bibles),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"9 5/16 x 12 9/16"" (23.6 x 31.9 cm)",Christie Calder Salomon Fund,307.1996,Photograph,Photography,1996-06-13,N,50355,
"Untitled (congregation standing with man in foreground, arms raised)",Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"9 1/4 x 12 5/8"" (23.5 x 32.1 cm)",Christie Calder Salomon Fund,308.1996,Photograph,Photography,1996-06-13,N,50425,
Untitled,Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"9 3/8 x 12 1/2"" (23.8 x 31.7 cm)",Christie Calder Salomon Fund,309.1996,Photograph,Photography,1996-06-13,Y,50462,http://www.moma.org/collection/works/50462
Untitled (young man in suit with others),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"12 5/8 x 9 3/8"" (32.1 x 23.8 cm)",Christie Calder Salomon Fund,310.1996,Photograph,Photography,1996-06-13,N,50482,
Untitled (man with hands upraised),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"9 5/16 x 12 9/16"" (23.6 x 31.9 cm)",Gift of the photographer,311.1996,Photograph,Photography,1996-06-13,N,50502,
Untitled (two men at the pulpit),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"9 1/4 x 12 9/16"" (23.5 x 31.9 cm)",Gift of the photographer,312.1996,Photograph,Photography,1996-06-13,N,50522,
"Untitled (group scene with men embracing to left, figure in striped white dress center, and man on floor right)",Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"9 5/16 x 12 9/16"" (23.6 x 31.9 cm)",Gift of the photographer,313.1996,Photograph,Photography,1996-06-13,N,50543,
Untitled (man in white robe holding cross),Thomas Roma,"(American, born 1950)",1991-94,Gelatin silver print,"9 5/16 x 12 5/8"" (23.6 x 32.1 cm)",Gift of the photographer,314.1996,Photograph,Photography,1996-06-13,N,50563,
"Bernauer Strasse, Berlin",Brian Rose,"(American, born 1954)",1991,Chromogenic color print,"14 1/16 x 18"" (35.7 x 45.8 cm)","Gift of Leonore K. Scheffer, Mickey Beyer, and Andrew and Elise Jaffe Brownstein in memory of Eugene M. Schwartz",315.1996.x1-x2,Photograph,Photography,1996-06-13,Y,50584,http://www.moma.org/collection/works/50584
"Gartenstrasse, Berlin",Brian Rose,"(American, born 1954)",1991,Chromogenic color print,"14 1/16 x 18"" (35.7 x 45.8 cm)",Gift of Rikki Conway in memory of Eugene M. Schwartz,316.1996.x1-x2,Photograph,Photography,1996-06-13,Y,50607,http://www.moma.org/collection/works/50607
"Two boys with a box of their grandmother's bones, Bogota, Colombia",Bastienne Schmidt,"(German, born 1961)",1991,Gelatin silver print,"18 13/16 x 19 1/8"" (47.8 x 48.6 cm)",Gift of the photographer,317.1996,Photograph,Photography,1996-06-13,Y,50630,http://www.moma.org/collection/works/50630
"Two drunk women, Puno, Peru",Bastienne Schmidt,"(German, born 1961)",1992,Gelatin silver print,"17 15/16 x 18 3/16"" (45.5 x 46.2 cm)",The Family of Man Fund,318.1996,Photograph,Photography,1996-06-13,Y,50653,http://www.moma.org/collection/works/50653
Untitled (The Earth Mover),Accra Shepp,"(American, born 1962)",1991,Unique composite of gelatin silver prints,"19 x 59"" (48.3 x 149.9 cm)",Gift of the photographer,319.1996,Photograph,Photography,1996-06-13,N,50676,
Untitled #113,Cindy Sherman,"(American, born 1954)",1982,Chromogenic color print,"44 5/16 x 29 1/2"" (112.5 x 74.9 cm)",Gift of the Dannheisser Foundation,320.1996,Photograph,Photography,1996-06-13,N,50699,
Untitled #188,Cindy Sherman,"(American, born 1954)",1989,Chromogenic color print,"43 1/2 x 65 1/2"" (110.5 x 166.4 cm)",Gift of the Dannheisser Foundation,321.1996,Photograph,Photography,1996-06-13,N,50722,
Untitled #250,Cindy Sherman,"(American, born 1954)",1992,Chromogenic color print,"49 3/8"" x 6' 2 1/2"" (125.5 x 189.2 cm)",Gift of the Dannheisser Foundation,323.1996,Photograph,Photography,1996-06-13,N,50767,
"Holden Street, North Adams, Massachusetts",Stephen Shore,"(American, born 1947)",1974,Chromogenic color print (Ektacolor),"7 5/8 x 9 5/8"" (19.4 x 24.5 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.1,Photograph,Photography,1996-06-13,N,50791,
"M 1/2 Ave., Galveston, Texas",Stephen Shore,"(American, born 1947)",1975,Chromogenic color print,"7 5/8 x 9 5/8"" (19.4 x 24.5 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.10,Photograph,Photography,1996-06-13,N,50792,
"Cumberland St., Charleston, South Carolina",Stephen Shore,"(American, born 1947)",1975,Chromogenic color print,"7 11/16 x 9 5/8"" (19.5 x 24.5 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.11,Photograph,Photography,1996-06-13,N,50793,
"Backyard off U.S. 98, Apalachicola, Florida",Stephen Shore,"(American, born 1947)",1976,Chromogenic color print,"9 5/8 x 7 5/8"" (24.5 x 19.4 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.12,Photograph,Photography,1996-06-13,N,50794,
"Washington Ave, North Adams, Massachusetts",Stephen Shore,"(American, born 1947)",1974,Chromogenic color print,"9 5/8 x 7 5/8"" (24.5 x 19.4 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.2,Photograph,Photography,1996-06-13,N,50795,
"Dewdney Ave., Regina, Saskatchewan",Stephen Shore,"(American, born 1947)",1974,Chromogenic color print,"9 5/8 x 7 5/8"" (24.5 x 19.4 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.3,Photograph,Photography,1996-06-13,N,50796,
"Lincoln Street and Riverside Street, Spokane, Washington",Stephen Shore,"(American, born 1947)",1974,Chromogenic color print,"7 5/8 x 9 5/8"" (19.4 x 24.5 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.4,Photograph,Photography,1996-06-13,N,50797,
"U.S. 10, Post Falls, Idaho",Stephen Shore,"(American, born 1947)",1974,Chromogenic color print,"7 5/8 x 9 5/8"" (19.4 x 24.5 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.5,Photograph,Photography,1996-06-13,N,50798,
"Back Road, Presidio, Texas",Stephen Shore,"(American, born 1947)",1975,Chromogenic color print,"7 5/8 x 9 5/8"" (19.4 x 24.5 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.6,Photograph,Photography,1996-06-13,N,50799,
"Alley off Sunset Strip, Hollywood, California",Stephen Shore,"(American, born 1947)",1975,Chromogenic color print,"7 11/16 x 9 11/16"" (19.5 x 24.6 cm)",Gift of Barbara Schwartz in memory of Eugene M. Schwartz,324.1996.7,Photograph,Photography,1996-06-13,N,50800,
