Title,Artist,ArtistBio,Date,Medium,Dimensions,CreditLine,MoMANumber,Classification,Department,DateAcquired,CuratorApproved,ObjectID,URL
Untitled (Oval with Four Heads),Louise Bourgeois,"(American, born France. 1911–2010)",(1995),Etching and engraving with ink additions,"plate: 9 7/8 x 11 15/16"" (25.1 x 30.3 cm)",Gift of the artist,641.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72388,http://www.moma.org/collection/works/72388
Untitled,Louise Bourgeois,"(American, born France. 1911–2010)",1994,Drypoint,"plate: 7 7/8 x 8 1/4"" (20 x 21 cm); sheet: 14 15/16 x 14"" (38 x 35.5 cm)",Gift of the artist,642.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72424,http://www.moma.org/collection/works/72424
Untitled,Louise Bourgeois,"(American, born France. 1911–2010)",1993,Engraving,"plate: 8 9/16 x 10 7/8"" (21.7 x 27.6 cm); sheet: 18 1/16 × 18 7/8"" (45.8 × 47.9 cm)",Gift of the artist,643.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72440,http://www.moma.org/collection/works/72440
"Map of the Western Hemisphere, state II",Louise Bourgeois,"(American, born France. 1911–2010)",(1995),Drypoint,"plate: 11 7/8 x 8 15/16"" (30.1 x 22.7 cm); sheet: 16 1/8 x 11"" (41 x 28 cm)",Gift of the artist,644.1996,Print,Prints & Illustrated Books,1996-11-12,N,72458,
Water Divide,Louise Bourgeois,"(American, born France. 1911–2010)",1995,"Etching, printed in relief","composition: 14 5/8 × 14 7/16"" (37.1 × 36.7 cm)",Gift of the artist,645.1996,Print,Prints & Illustrated Books,1996-11-12,N,72474,
"Water Divide, second version, state III",Louise Bourgeois,"(American, born France. 1911–2010)",(1995),"Engraved distressed lead plate, printed in relief","Composition (irreg.): 13 15/16 x 14 3/16"" (35.4 x 36 cm)",Gift of the artist,646.1996,Print,Prints & Illustrated Books,1996-11-12,N,72499,
"Water Divide, second version, state II",Louise Bourgeois,"(American, born France. 1911–2010)",(1995),Engraving on distressed lead plate,"composition (irreg.): 14 1/2 x 14 5/16"" (36.8 x 36.3 cm); sheet: 22 1/16 x 21 7/8"" (56 x 55.5 cm)",Gift of the artist,647.1996,Print,Prints & Illustrated Books,1996-11-12,N,72516,
"Water Divide, second version, state I",Louise Bourgeois,"(American, born France. 1911–2010)",(1995),"Distressed lead plate, printed in relief","composition (irreg.): 14 5/8 x 14 3/8"" (37.1 x 36.5 cm); sheet: 21 5/8 x 22 3/8"" (55 x 56.8 cm)",Gift of the artist,648.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72539,http://www.moma.org/collection/works/72539
"Triptych for the Red Room, Right Panel (C), state I",Louise Bourgeois,"(American, born France. 1911–2010)",1994,Drypoint and aquatint and engraving,"Plate: 18 3/4 x 29 5/16"" (47.7 x 74.4 cm)",Gift of the artist,649.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72553,http://www.moma.org/collection/works/72553
"Triptych for the Red Room, Right Panel (C), state II, variant",Louise Bourgeois,"(American, born France. 1911–2010)",1994,"Drypoint, aquatint and engraving with additions in pencil and white-out","plate: 18 7/8 x 29 1/16"" (47.9 x 73.8 cm)",Gift of the artist,650.1996,Print,Prints & Illustrated Books,1996-11-12,N,72566,
The Song of the Blacks and the Blues,Louise Bourgeois,"(American, born France. 1911–2010)",1996,"Lithograph and woodcut, with hand additions","composition: 21 3/4 x 96"" (55.3 x 243.8 cm); sheet: 21 3/4 x 96"" (55.3 x 243.8 cm)",Gift of the artist,651.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72580,http://www.moma.org/collection/works/72580
Isometric Systems in Isotropic Space: The Pyramid,Agnes Denes,"(American, born 1931)",1976,Etching,"Plate: 17 9/16 x 23 11/16"" (44.6 x 60.2 cm); sheet: 22 1/4 x 29 1/4"" (56.5 x 74.3 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,652.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72615,http://www.moma.org/collection/works/72615
4000 Years - If the Mind...,Agnes Denes,"(American, born 1931)",1976,Etching,"Composition (irreg.): 16 1/8 x 16 1/16"" (41 x 40.8 cm)Plate: 19 3/8 x 17 11/16"" (49.2 x 45 cm)Sheet: 29 7/8 x 22 1/4"" (75.9 x 56.5 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,653.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72643,http://www.moma.org/collection/works/72643
Probability Pyramid,Agnes Denes,"(American, born 1931)",1992,Lithograph with metallic powder additions,"Composition (irreg.): 6 7/16 x 9 1/4"" (16.4 x 23.5 cm); sheet (irreg.): 14 3/4 x 20 3/4"" (37.4 x 52.7 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,654.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72659,http://www.moma.org/collection/works/72659
One issue of PROFIL magazine containing MUSEUM IN PROGRESS project,"Peter Fischli, David Weiss","(Swiss, born 1952) (Swiss, 1946–2012)","September 2, 1996.","Photolithograph, printed in color",,Gift of Museum in Progress,655.1996,Print,Prints & Illustrated Books,1996-11-12,N,72673,
One issue of PROFIL magazine containing MUSEUM IN PROGRESS project,Bernhard Fuchs,"(Austrian, born 1971)","November 13, 1995.","Photolithograph, printed in color",,Gift of Museum in Progress,656.1996,Print,Prints & Illustrated Books,1996-11-12,N,72693,
31 Horizons,Hamish Fulton,"(British, born 1946)",1994,Woodcut and letterpress on four sheets,,Walter Bareiss Fund,657.1996.a-d,Print,Prints & Illustrated Books,1996-11-12,Y,72709,http://www.moma.org/collection/works/72709
Newspaper,Robert Gober,"(American, born 1954)",1992,Bundle of photolithographs with twine,"object (irreg.): 6 x 16 3/4 x 13 1/4"" (15 x 42.5 x 33.6 cm)",Gift of The Associates in honor of Deborah Wye,658.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72727,http://www.moma.org/collection/works/72727
One issue of PROFIL magazine containing MUSEUM IN PROGRESS project,Nan Goldin,"(American, born 1953)","April 29, 1996.","Photolithograph, printed in color",,Gift of Museum in Progress,659.1996,Print,Prints & Illustrated Books,1996-11-12,N,72740,
One issue of PROFIL magazine containing MUSEUM IN PROGRESS project,Nan Goldin,"(American, born 1953)","May 13, 1996.","Photolithograph, printed in color",,Gift of Museum in Progress,660.1996,Print,Prints & Illustrated Books,1996-11-12,N,72753,
Untitled from the Museum in Progress project Travelling Eye,Felix Gonzalez-Torres,"(American, born Cuba. 1957–1996)","magazine published: February 19, 1996",Photolithograph,,Gift of Museum in Progress,661.1996,Print,Prints & Illustrated Books,1996-11-12,N,72785,
Waterway,April Gornik,"(American, born 1953)",1995,"Etching and aquatint, printed in black",,Gift of the Business Committee for the Arts,662.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72798,http://www.moma.org/collection/works/72798
Exploding Cell Wallpaper,Peter Halley,"(American, born 1953)",(1995),Wallpaper,"composition and sheet (each): 36 1/2 x 47 3/4"" (92.7 x 121.3 cm)",John B. Turner Fund and Howard B. Johnson Fund,663.1996.a-j,Print,Prints & Illustrated Books,1996-11-12,Y,72810,http://www.moma.org/collection/works/72810
"Relationship among primary, second-order, and third-order factors extracted from the objective tes (T-data) battery",Peter Halley,"(American, born 1953)",(1995),Digital image for press-on vinyl transfer to a wall,,John B. Turner Fund,664.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72822,http://www.moma.org/collection/works/72822
Is Response Improved?,Peter Halley,"(American, born 1953)",(1995),Digital image for press-on vinyl transfer to a wall,,John B. Turner Fund,665.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72833,http://www.moma.org/collection/works/72833
Narrative,Peter Halley,"(American, born 1953)",1992,Relief halftone on two sheets,,Gift of the artist,666.1996.a-b,Print,Prints & Illustrated Books,1996-11-12,Y,72845,http://www.moma.org/collection/works/72845
Cell with Explosions,Peter Halley,"(American, born 1953)",1993,Relief halftone,,Gift of the artist,667.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72857,http://www.moma.org/collection/works/72857
Cell with Explosions (Grey Cell),Peter Halley,"(American, born 1953)",1993,Relief print,,Gift of the artist,668.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72890,http://www.moma.org/collection/works/72890
Cell with Explosions II (Tan Cell),Peter Halley,"(American, born 1953)",1993,Relief print,,Gift of the artist,669.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72915,http://www.moma.org/collection/works/72915
Exploding Cell,Peter Halley,"(American, born 1953)",1994,Series of nine screenprints,"composition and sheet (each): 36 1/2 x 47 1/8"" (92 x 119.7 cm)",Gift of the artist,670.1996.1-9,Print,Prints & Illustrated Books,1996-11-12,Y,72948,http://www.moma.org/collection/works/72948
Voodoo from Independent Curators International Fifteenth Anniversary Portfolio,Jane Hammond,"(American, born 1950)",1990-1991,"Lithograph with collage addition from a portfolio of ten etchings, lithographs, screenprints and photographs","Composition and sheet: 35 7/16 x 30 7/8"" (90 x 78.4 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,671.1996,Print,Prints & Illustrated Books,1996-11-12,Y,72960,http://www.moma.org/collection/works/72960
One issue of PROFIL magazine containing MUSEUM IN PROGRESS project,Roni Horn,"(American, born 1955)","July 22, 1996.","Photolithograph, printed in color",,Gift of Museum in Progress,672.1996,Print,Prints & Illustrated Books,1996-11-12,N,72971,
Ocean,Jasper Johns,"(American, born 1930)",1996,Lithograph,,Gift of Emily Fisher Landau,675.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73016,http://www.moma.org/collection/works/73016
Nude Lounging (Nu allongé),Henri Matisse,"(French, 1869–1954)","(1929, published 1983)",Etching,,Given anonymously,679.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73072,http://www.moma.org/collection/works/73072
Untitled,Mary Miss,"(American, born 1944)",1996,Digital print,,Gift of the Business Committee for the Arts,680.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73084,http://www.moma.org/collection/works/73084
Nose Handkerchief,Claes Oldenburg,"(American, born Sweden 1929)",1968,"Screenprint, printed on ivory silk handkerchief","Composition (irreg.): 12 15/16 x 12 1/8"" (32.9 x 30.8 cm)Sheet (variable): 19 5/16 x 18 9/16"" (49 x 47.2 cm)",John B. Turner Fund,682.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73105,http://www.moma.org/collection/works/73105
"Nocturnal Dance with an Owl (Danse nocturne avec un hibou), state II",Pablo Picasso,"(Spanish, 1881–1973)","November 18, 1959, rinsed 1963-64","Linoleum cut, rinsed","composition (irreg.): 24 7/16 x 29 7/16"" (62 x 74.8 cm); sheet: 24 7/16 x 29 7/16"" (62 x 74.8 cm)",The Associates Fund,684.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73128,http://www.moma.org/collection/works/73128
Stain-Bite-Shoulder,Julião Sarmento,"(Portuguese, born 1948)",1996,Etching,,Purchased with funds given by Francesca Danieli and Gary Gensler,687.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73153,http://www.moma.org/collection/works/73153
Mona Lisa Throw Up,Peter Saul,"(American, born 1934)",1995,Etching,,Gift of Vinalhaven Press,688.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73161,http://www.moma.org/collection/works/73161
I'm Splitting,Peter Saul,"(American, born 1934)",1995,Etching,,Gift of Vinalhaven Press,689.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73167,http://www.moma.org/collection/works/73167
Ah Geef Op!,Christian Schumann,"(American, born 1970)",1996,Screenprint,,Gift of Paul F. Walter,690.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73173,http://www.moma.org/collection/works/73173
Two 'T' Shapes,Carole Seborovski,"(American, born 1960)",1986,"Photogravure, aquatint, and etching","Plate (irreg.): 9 7/16 x 10"" (24 x 25.4 cm); sheet (irreg.): 16 9/16 x 16 9/16"" (42 x 42 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,691.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73180,http://www.moma.org/collection/works/73180
Cast Shadows,Carole Seborovski,"(American, born 1960)",1986,"Photogravure, aquatint, and etching","Plate: 8 7/16 x 7 15/16"" (21.5 x 20.2 cm); sheet: 16 1/4 x 13 3/4"" (41.2 x 35 cm)",Gift of Sarah-Ann and Werner H. Kramarsky,692.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73188,http://www.moma.org/collection/works/73188
Invitation Card for Alexandre Natanson,Henri de Toulouse-Lautrec,"(French, 1864–1901)",1895,Lithograph,"composition: 12 1/4 × 6 7/8"" (31.1 × 17.4 cm); sheet: 13 3/8 × 7"" (33.9 × 17.8 cm)",Gift of Mr. and Mrs. Herbert D. Schimmel,698.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73237,http://www.moma.org/collection/works/73237
Cover for Au Pied du Sinaï,Henri de Toulouse-Lautrec,"(French, 1864–1901)","1897, published 1898",Lithograph,"composition: 10 1/4 × 16 1/8"" (26 × 41 cm); sheet: 14 15/16 × 21 15/16"" (37.9 × 55.7 cm)",Gift of Mr. and Mrs. Herbert D. Schimmel,699.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73244,http://www.moma.org/collection/works/73244
Rejected cover published in the deluxe edition of Au Pied Sinaï by Georges Clemenceau,Henri de Toulouse-Lautrec,"(French, 1864–1901)","1897, published 1898",Lithograph,"composition: 10 1/4 × 16 3/8"" (26.1 × 41.6 cm); sheet: 11 3/16 × 19 15/16"" (28.4 × 50.7 cm)",Gift of Mr. and Mrs. Herbert D. Schimmel,700.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73250,http://www.moma.org/collection/works/73250
Schlomé Fuss in the Synagogue (Schlomé Fuss à la Synagogue),Henri de Toulouse-Lautrec,"(French, 1864–1901)","1897, published 1898",Lithograph,"composition: 6 7/8 × 5 11/16"" (17.5 × 14.4 cm); sheet (irreg.): 11 9/16 × 10 1/16"" (29.3 × 25.5 cm)",Gift of Mr. and Mrs. Herbert D. Schimmel,701.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73258,http://www.moma.org/collection/works/73258
Busk Cemetery (Le cimetière de Busk),Henri de Toulouse-Lautrec,"(French, 1864–1901)","1897, published 1898",Lithograph,"composition: 7 3/8 × 6 3/16"" (18.8 × 15.7 cm); sheet (irreg.): 11 1/4 × 10 9/16"" (28.6 × 26.9 cm)",Gift of Mr. and Mrs. Herbert D. Schimmel,702.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73280,http://www.moma.org/collection/works/73280
A Cemetery in Galicia (Un cimetière en Galicie),Henri de Toulouse-Lautrec,"(French, 1864–1901)","1897, published 1898",Lithograph,"composition: 7 5/16 × 6"" (18.5 × 15.2 cm); sheet (irreg.): 11 15/16 × 10 3/16"" (30.3 × 25.8 cm)",Gift of Mr. and Mrs. Herbert D. Schimmel,703.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73298,http://www.moma.org/collection/works/73298
Kiss,Not Vital,"(Swiss, born 1948)",1996,Aquatint,"composition: 27 5/8 x 59 5/8"" (70.1 x 151.5 cm); plate: 30 x 60"" (76.2 x 152.4 cm); sheet: 34 1/16 x 64"" (86.5 x 162.6 cm)",Gift of Baron/Boisanté Editions,704.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73305,http://www.moma.org/collection/works/73305
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.1,Print,Prints & Illustrated Books,1996-11-12,Y,73312,http://www.moma.org/collection/works/73312
Demolished,Rachel Whiteread,"(British, born 1963)",1996,Portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.1-12,Print,Prints & Illustrated Books,1996-11-12,Y,73313,http://www.moma.org/collection/works/73313
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.10,Print,Prints & Illustrated Books,1996-11-12,Y,73314,http://www.moma.org/collection/works/73314
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.11,Print,Prints & Illustrated Books,1996-11-12,Y,73315,http://www.moma.org/collection/works/73315
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.12,Print,Prints & Illustrated Books,1996-11-12,Y,73316,http://www.moma.org/collection/works/73316
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.2,Print,Prints & Illustrated Books,1996-11-12,Y,73317,http://www.moma.org/collection/works/73317
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.3,Print,Prints & Illustrated Books,1996-11-12,Y,73318,http://www.moma.org/collection/works/73318
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.4,Print,Prints & Illustrated Books,1996-11-12,Y,73319,http://www.moma.org/collection/works/73319
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.5,Print,Prints & Illustrated Books,1996-11-12,Y,73320,http://www.moma.org/collection/works/73320
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.6,Print,Prints & Illustrated Books,1996-11-12,Y,73321,http://www.moma.org/collection/works/73321
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.7,Print,Prints & Illustrated Books,1996-11-12,Y,73322,http://www.moma.org/collection/works/73322
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.8,Print,Prints & Illustrated Books,1996-11-12,Y,73323,http://www.moma.org/collection/works/73323
Untitled from Demolished,Rachel Whiteread,"(British, born 1963)",1996,One from a portfolio of twelve screenprints,"composition and sheet: 19 3/16 x 29 5/16"" (48.8 x 74.4cm)",Purchase,705.1996.9,Print,Prints & Illustrated Books,1996-11-12,Y,73324,http://www.moma.org/collection/works/73324
Systems Diagram,Terry Winters,"(American, born 1949)",1996,Etching and aquatint,"Plate: 33 11/16 x 42 9/16"" (85.5 x 108.1 cm)Sheet: 41 3/4 x 49 7/16"" (106 x 125.6 cm)",Gift of Emily Fisher Landau,706.1996,Print,Prints & Illustrated Books,1996-11-12,Y,73331,http://www.moma.org/collection/works/73331
White #19,Glenn Ligon,"(American, born 1960)",1994,"Oilstick, gesso, and synthetic polymer paint on canvas mounted on wood","7' x 60"" (213.3 x 152.4 cm)",Committee on Painting and Sculpture Funds,2.1996,Painting,Painting & Sculpture,1996-03-11,Y,78329,http://www.moma.org/collection/works/78329
Doorstop,James Rosenquist,"(American, born 1933)",1963,Oil on canvas with light bulbs,"60 1/8"" x 6' 11 7/8"" x 16 3/4""  (152.6 x 213 x 42.5 cm)",Mrs. Armand P. Bartos Fund (by exchange) and gift of Agnes Gund,3.1996,Painting,Painting & Sculpture,1996-03-11,Y,78342,http://www.moma.org/collection/works/78342
The Organ of Cause & Effect,Richard Artschwager,"(American, 1923–2013)",1981,Synthetic polymer paint and charcoal on composition board with mirrors,"69 3/4"" x 6' 9 1/2"" x 11 1/8"" (177.2 x 207 x 28.2  cm)",Gift of the Dannheisser Foundation,163.1996,Painting,Painting & Sculpture,1996-04-09,Y,79025,http://www.moma.org/collection/works/79025
Down to Earth,"Gilbert & George, Gilbert Proesch, George Passmore","(British) (British, born Italy 1943) (British, born 1942)",1989,"Hand-colored photographs with ink and dyes, mounted and framed","Each photograph 29 3/4 x 25"" (74.9 x 63 cm), overall 7' 4 1/2"" x 10' 5"" (224.8 x 317.5 cm)",Gift of Werner and Elaine Dannheisser,168.1996.a-o,Painting,Painting & Sculpture,1996-04-09,Y,79036,http://www.moma.org/collection/works/79036
"""Untitled""",Felix Gonzalez-Torres,"(American, born Cuba. 1957–1996)",1991,Billboard,Dimensions vary with installation,Gift of Werner and Elaine Dannheisser,180.1996,Painting,Painting & Sculpture,1996-04-09,Y,79063,http://www.moma.org/collection/works/79063
"April 24, 1990",On Kawara,"(Japanese, 1933–2014)",1990,Synthetic polymer paint on canvas,"18 1/4 x 24"" (46.3 x 61 cm)",Gift of Werner and Elaine Dannheisser,183.1996,Painting,Painting & Sculpture,1996-04-09,Y,79067,http://www.moma.org/collection/works/79067
Ride to the Vistula,Anselm Kiefer,"(German, born 1945)",1980,Oil on canvas,"51 1/8 x 67"" (129.95 x 170.1 cm)",Gift of Werner and Elaine Dannheisser,184.1996,Painting,Painting & Sculpture,1996-04-09,Y,79068,http://www.moma.org/collection/works/79068
Avrutun,Brice Marden,"(American, born 1938)",1971,"Oil and wax on canvas, two panels","6' x 36"" (182.9 x  91.4 cm)",Gift of Werner and Elaine Dannheisser,189.1996,Painting,Painting & Sculpture,1996-04-09,Y,79083,http://www.moma.org/collection/works/79083
Vine,Brice Marden,"(American, born 1938)",1992-93,Oil on linen,"8' x 8' 6 1/2"" (243.8 x 260.4 cm)",Gift of Werner and Elaine Dannheisser,190.1996,Painting,Painting & Sculpture,1996-04-09,Y,79089,http://www.moma.org/collection/works/79089
Untitled,Sigmar Polke,"(German, 1941–2010)",1971,"Watercolor, gouache, and synthetic polymer paint on paper mounted on canvas","7' 9 1/4"" x 69 3/4"" (236.9 x  177.2 cm)",Gift of the Dannheisser Foundation,196.1996,Painting,Painting & Sculpture,1996-04-09,Y,79106,http://www.moma.org/collection/works/79106
Untitled,Sigmar Polke,"(German, 1941–2010)",1969,Synthetic polymer paint on canvas,"59 1/8 x 49 3/8"" (150.2 x 125.4 cm)",Gift of Werner and Elaine Dannheisser,197.1996,Painting,Painting & Sculpture,1996-04-09,Y,79110,http://www.moma.org/collection/works/79110
Menschkin,Sigmar Polke,"(German, 1941–2010)",1972,Synthetic polymer paint on patterned fabric,"39 1/2 x 31 1/2"" (100.3 x 80 cm)",Gift of Werner and Elaine Dannheisser,198.1996,Painting,Painting & Sculpture,1996-04-09,Y,79116,http://www.moma.org/collection/works/79116
"Untitled, Number 5",Sigmar Polke,"(German, 1941–2010)",1988,"Oil on fabric, wood stand and frame","7' x 45 1/2"" x 3 1/2""  (213.4 x 115.6 x 8.9 cm)  including wood stand and frame",Gift of Werner and Elaine Dannheisser,199.1996,Painting,Painting & Sculpture,1996-04-09,Y,79118,http://www.moma.org/collection/works/79118
The Goat Wagon,Sigmar Polke,"(German, 1941–2010)",1992,Synthetic polymer paint on printed fabric,"7' 2"" x 9' 10"" (218.4 x 299.7 cm)",Gift of Werner and Elaine Dannheisser,200.1996,Painting,Painting & Sculpture,1996-04-09,Y,79123,http://www.moma.org/collection/works/79123
Untitled,Robert Ryman,"(American, born 1930)",1965,Oil on linen,"11 1/4 x 11 1/8"" (28.4 x 28.2 cm)",Gift of Werner and Elaine Dannheisser,201.1996,Painting,Painting & Sculpture,1996-04-09,Y,79127,http://www.moma.org/collection/works/79127
Convert,Robert Ryman,"(American, born 1930)",1988,Synthetic polymer paint on cotton canvas mounted on fiberglass with wood,6' x 6' (182.9 x 182.9 cm),Gift of Werner and Elaine Dannheisser,202.1996,Painting,Painting & Sculpture,1996-04-09,Y,79128,http://www.moma.org/collection/works/79128
Pin-up,Richard Hamilton,"(British, 1922–2011)",1961,"Oil, cellulose, and collage on panel","53 3/4 x 37 3/4 x 3"" (136.5 x 95.8 x 7.6 cm) including frame",Enid A. Haupt Fund and an anonymous fund,467.1996,Painting,Painting & Sculpture,1996-10-07,Y,79789,http://www.moma.org/collection/works/79789
White Plaque: Bridge Arch and Reflection,Ellsworth Kelly,"(American, born 1923)",1952-55,"Oil on wood, two panels separated by a wood strip","64 7/8 x 47 7/8"" (164.6 x 121.6 cm)","Fractional and promised gift of Emily Rauh Pulitzer; Vincent D' Aquila and Harry Soviak Bequest Fund, and Enid A. Haupt Fund",468.1996,Painting,Painting & Sculpture,1996-10-07,Y,79793,http://www.moma.org/collection/works/79793
Harbor Number 1,Agnes Martin,"(American, born Canada. 1912–2004)",1957,Oil on canvas,"49 3/4 x 40"" (126.3 x 101.6 cm)",Gift of Agnes Gund and Committee on Painting and Sculpture Funds,469.1996,Painting,Painting & Sculpture,1996-10-07,Y,79797,http://www.moma.org/collection/works/79797
Painted Shirt,Hermann Nitsch,"(Austrian, born 1938)",1990,Oil on fabric,"47 3/8 x 49 1/2"" (120.3 x 125.7 cm)",Gift of Gregor and Beatrix Medinger,472.1996,Painting,Painting & Sculpture,1996-10-07,Y,79803,http://www.moma.org/collection/works/79803
F-111,James Rosenquist,"(American, born 1933)",1964-65,"Oil on canvas with aluminum, twenty-three sections",10 x 86' (304.8 x 2621.3 cm),Gift of Mr. and Mrs. Alex L. Hillman and Lillie P. Bliss Bequest (both by exchange),473.1996.a-w,Painting,Painting & Sculpture,1996-10-07,Y,79805,http://www.moma.org/collection/works/79805
The Heritage IV,Luc Tuymans,"(Belgian, born 1958)",1996,Oil on canvas,"6' 6 5/8"" x 49 1/2"" (199.9 x 125.7 cm)",Committee on Painting and Sculpture Funds,475.1996,Painting,Painting & Sculpture,1996-10-07,Y,79807,http://www.moma.org/collection/works/79807
Campbell's Soup Cans,Andy Warhol,"(American, 1928–1987)",1962,Synthetic polymer paint on thirty-two canvases,"Each canvas 20 x 16"" (50.8 x 40.6 cm)","Partial gift of Irving BlumAdditional funding provided by Nelson A. Rockefeller Bequest, gift of Mr. and Mrs. William A. M. Burden, Abby Aldrich Rockefeller Fund, gift of Nina and Gordon Bunshaft in honor of Henry Moore, Lillie P. Bliss Bequest, Philip Johnson Fund, Frances R. Keech Bequest, gift of Mrs. Bliss Parkinson, and Florence B. Wesley Bequest (all by exchange)",476.1996.1-32,Painting,Painting & Sculpture,1996-10-07,Y,79809,http://www.moma.org/collection/works/79809
The Bathroom,Pierre Bonnard,"(French, 1867–1947)",1932,Oil on canvas,"47 5/8 x 46 1/2"" (121 x 118.2 cm)",Florene May Schoenborn Bequest,815.1996,Painting,Painting & Sculpture,1996-12-09,Y,80382,http://www.moma.org/collection/works/80382
The City,Fernand Léger,"(French, 1881–1955)",1919,Oil on canvas,"38 1/8 x 51 3/8"" (96.8 x 130.5 cm)",Florene May Schoenborn Bequest,821.1996,Painting,Painting & Sculpture,1996-12-09,Y,80388,http://www.moma.org/collection/works/80388
Portrait of Enric Cristòfol Ricart,Joan Miró,"(Spanish, 1893–1983)",Winter or early spring 1917,Oil and pasted paper on canvas,"32 1/8 x 25 7/8"" (81.6 x 65.7 cm)",Florene May Schoenborn Bequest,822.1996,Painting,Painting & Sculpture,1996-12-09,Y,80389,http://www.moma.org/collection/works/80389
Woman's Head,Pablo Picasso,"(Spanish, 1881–1973)",early 1908,Oil on canvas,"29 x 23 7/8"" (73.6 x 60.6 cm)",Florene May Schoenborn Bequest,825.1996,Painting,Painting & Sculpture,1996-12-09,Y,80391,http://www.moma.org/collection/works/80391
