Date Rptd,DR NO,DATE OCC,TIME OCC,AREA,AREA NAME,RD,Crm Cd,Crm Cd Desc,Status,Status Desc,LOCATION,Cross Street,Location 1
03/11/2014,141507516,11/25/2013,0800,15,N Hollywood,1557,354,THEFT OF IDENTITY,IC,Invest Cont,10900         BLIX                         ST,,"(34.1567, -118.3678)"
03/26/2014,141808141,11/25/2013,2100,18,Southeast,1805,510,VEHICLE - STOLEN,IC,Invest Cont,              89TH,   SAN PEDRO,"(33.9556, -118.2695)"
03/25/2014,141410214,11/24/2013,2200,14,Pacific,1452,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont,   00         WASHINGTON                   BL,,"(33.9799, -118.4655)"
03/27/2014,141209252,11/24/2013,0800,12,77th Street,1258,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,              FLORENCE                     AV,   BROADWAY,"(33.9747, -118.2783)"
03/11/2014,140506752,11/24/2013,0250,05,Harbor,0513,997,TRAFFIC DR #,IC,Invest Cont,              LOMITA                       BL,   FIGUEROA                     ST,"(33.7983, -118.283)"
03/04/2014,130101307,11/24/2013,1415,01,Central,0192,930,"THREATS, VERBAL/TERRORIST",IC,Invest Cont, 1300      S  HOPE                         ST,,"(34.0395, -118.2656)"
03/26/2014,140908201,11/23/2013,1834,09,Van Nuys,0946,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont,13900         BURBANK                      BL,,"(34.1722, -118.4356)"
03/19/2014,140806949,11/22/2013,0800,08,West LA,0802,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 1100         HARTZELL                     ST,,"(34.0493, -118.5205)"
03/27/2014,141209278,11/22/2013,1000,12,77th Street,1251,354,THEFT OF IDENTITY,IC,Invest Cont, 7300         CRENSHAW                     BL,,"(33.9737, -118.3309)"
03/13/2014,141606523,11/22/2013,0001,16,Foothill,1623,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,13100         VAN NUYS                     BL,,"(34.2689, -118.4182)"
03/03/2014,141706733,11/22/2013,1800,17,Devonshire,1794,310,BURGLARY,IC,Invest Cont,18900         CHASE                        ST,,"(34.2246, -118.5448)"
03/26/2014,141410177,11/21/2013,0800,14,Pacific,1443,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,  600         WOODLAWN                     AV,,"(33.9886, -118.4576)"
03/16/2014,141507727,11/20/2013,1153,15,N Hollywood,1517,354,THEFT OF IDENTITY,IC,Invest Cont, 6600         KLUMP                        AV,,"(34.1903, -118.3757)"
03/19/2014,140407305,11/20/2013,1900,04,Hollenbeck,0456,121,"RAPE, FORCIBLE",IC,Invest Cont,  900      N  FOREST                       AV,,"(34.0497, -118.1985)"
03/29/2014,141410381,11/19/2013,1200,14,Pacific,1457,740,VANDALISM - FELONY,IC,Invest Cont,11800         CULVER                       BL,,"(33.9973, -118.4158)"
03/11/2014,140806560,11/19/2013,1200,08,West LA,0806,888,TRESPASSING,IC,Invest Cont, 1000      N  BEVERLY GLEN                 BL,,"(34.0932, -118.4396)"
03/24/2014,141908725,11/18/2013,0200,19,Mission,1985,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",AO,Adult Other, 8600         VAN NUYS                     BL,,"(34.2258, -118.4494)"
03/12/2014,140308069,11/17/2013,1915,03,Southwest,0375,956,"LETTERS, LEWD",IC,Invest Cont, 1800         LEIGHTON                     AV,,"(34.0128, -118.3132)"
03/11/2014,141606445,11/16/2013,1700,16,Foothill,1651,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),AA,Adult Arrest, 9700         LAUREL CANYON                BL,,"(34.2459, -118.4185)"
03/07/2014,140108377,11/15/2013,1600,01,Central,0155,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,  200      E  6TH                          ST,,"(34.0446, -118.249)"
03/27/2014,140308889,11/15/2013,2100,03,Southwest,0311,815,SEXUAL PENTRATION WITH A FOREIGN OBJECT,IC,Invest Cont, 2600      S  CURSON                       AV,,"(34.0325, -118.3656)"
03/18/2014,140907747,11/15/2013,0600,09,Van Nuys,0923,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont, 6500         CEDROS                       AV,,"(34.1887, -118.4531)"
03/01/2014,141207606,11/15/2013,1100,12,77th Street,1273,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 9100      S  WESTERN                      AV,,"(33.9545, -118.309)"
03/24/2014,141208998,11/15/2013,1200,12,77th Street,1215,354,THEFT OF IDENTITY,IC,Invest Cont, 1100      W  56TH                         ST,,"(33.9914, -118.2937)"
03/26/2014,141508291,11/15/2013,2015,15,N Hollywood,1596,956,"LETTERS, LEWD",AO,Adult Other,10900         VENTURA                      BL,,"(34.1394, -118.3675)"
03/13/2014,141606543,11/15/2013,0800,16,Foothill,1678,860,BATTERY WITH SEXUAL CONTACT,JO,Juv Other, 8900         VILLAGE                      AV,,"(34.2304, -118.3559)"
03/20/2014,141707530,11/15/2013,1200,17,Devonshire,1764,740,VANDALISM - FELONY,AO,Adult Other,19400         LASSEN                       ST,,"(34.25, -118.5558)"
03/27/2014,131101174,11/15/2013,1820,11,Northeast,1145,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,IC,Invest Cont, 2300         HIDALGO                      AV,,"(34.0978, -118.2567)"
03/17/2014,141508183,11/14/2013,1100,15,N Hollywood,1549,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),AO,Adult Other, 5400         CAHUENGA                     BL,,"(34.1687, -118.3615)"
03/31/2014,140707345,11/14/2013,2200,07,Wilshire,0706,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,  600      N  ORANGE                       DR,,"(34.0819, -118.3416)"
03/03/2014,140307444,11/13/2013,1200,03,Southwest,0392,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 4500         9TH                          AV,,"(34.0028, -118.3269)"
03/20/2014,140507126,11/13/2013,0055,05,Harbor,0555,354,THEFT OF IDENTITY,IC,Invest Cont,  500         MAC ARTHUR                   AV,,"(33.7509, -118.2879)"
03/13/2014,141006955,11/13/2013,0900,10,West Valley,1024,354,THEFT OF IDENTITY,IC,Invest Cont, 6600         RHEA                         AV,,"(34.1909, -118.5415)"
03/15/2014,141707283,11/13/2013,1200,17,Devonshire,1716,354,THEFT OF IDENTITY,IC,Invest Cont,17200         BIRCHER                      ST,,"(34.282, -118.5082)"
03/26/2014,141007535,11/12/2013,0800,10,West Valley,1063,745,VANDALISM - MISDEAMEANOR,IC,Invest Cont,18600         VENTURA                      BL,,"(34.1698, -118.5386)"
03/05/2014,141207888,11/12/2013,0001,12,77th Street,1241,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 6400      S  VICTORIA                     AV,,"(33.9817, -118.3323)"
03/19/2014,141707469,11/12/2013,1200,17,Devonshire,1722,354,THEFT OF IDENTITY,IC,Invest Cont,10400         WILLOWBRAE                   AV,,"(34.2594, -118.5989)"
03/12/2014,140307932,11/11/2013,0900,03,Southwest,0334,354,THEFT OF IDENTITY,IC,Invest Cont, 4200         MONTCLAIR                    ST,,"(34.0313, -118.3316)"
03/22/2014,141508100,11/11/2013,1200,15,N Hollywood,1527,354,THEFT OF IDENTITY,IC,Invest Cont,11100         DEBBY                        ST,,"(34.184, -118.3727)"
03/06/2014,140506554,11/09/2013,1800,05,Harbor,0541,354,THEFT OF IDENTITY,IC,Invest Cont, 1200         PARK WESTERN                 DR,,"(33.7547, -118.299)"
03/12/2014,140706656,11/09/2013,0001,07,Wilshire,0753,310,BURGLARY,IC,Invest Cont, 1000      S  ORANGE GROVE                 AV,,"(34.0579, -118.3627)"
03/06/2014,140307620,11/08/2013,0001,03,Southwest,0313,354,THEFT OF IDENTITY,IC,Invest Cont, 4000      W  28TH                         ST,,"(34.0315, -118.3292)"
03/18/2014,141908336,11/08/2013,0800,19,Mission,1974,354,THEFT OF IDENTITY,IC,Invest Cont, 9000         CEDROS                       AV,,"(34.2337, -118.4536)"
03/04/2014,142106717,11/08/2013,1200,21,Topanga,2185,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),AO,Adult Other, 4900         CALDERON                     RD,,"(34.1611, -118.6171)"
03/01/2014,141409078,11/05/2013,1000,14,Pacific,1495,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),IC,Invest Cont, 9000         AIRPORT                      BL,,"(33.9553, -118.3857)"
03/30/2014,141007740,11/04/2013,1200,10,West Valley,1018,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 7700         DENSMORE                     AV,,"(34.2103, -118.4771)"
03/06/2014,140307617,11/03/2013,1200,03,Southwest,0315,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),AO,Adult Other, 2400      S  SAINT ANDREWS                PL,,"(34.0348, -118.3113)"
03/12/2014,141908024,11/03/2013,1200,19,Mission,1906,354,THEFT OF IDENTITY,IC,Invest Cont,13900         BADGER                       AV,,"(34.3256, -118.4269)"
03/20/2014,141208783,11/02/2013,1200,12,77th Street,1266,922,CHILD STEALING,IC,Invest Cont,  800      W  81ST                         ST,,"(33.9655, -118.2871)"
03/24/2014,142107681,11/02/2013,1300,21,Topanga,2175,420,THEFT FROM MOTOR VEHICLE - PETTY (UNDER $400),IC,Invest Cont,22700         MARTHA                       ST,,"(34.1728, -118.6211)"
03/24/2014,142107682,11/02/2013,1300,21,Topanga,2175,354,THEFT OF IDENTITY,IC,Invest Cont,22700         MARTHA                       ST,,"(34.1728, -118.6211)"
03/06/2014,140207308,11/01/2013,1730,02,Rampart,0266,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,              BURLINGTON                   AV,   7TH                          ST,"(34.0534, -118.2745)"
03/07/2014,140307752,11/01/2013,0900,03,Southwest,0359,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 3900      S  FIGUEROA                     ST,,"(34.014, -118.2827)"
03/17/2014,140308306,11/01/2013,1000,03,Southwest,0397,956,"LETTERS, LEWD",IC,Invest Cont, 1100      W  42ND                         ST,,"(34.0073, -118.2941)"
03/18/2014,140407022,11/01/2013,0800,04,Hollenbeck,0467,956,"LETTERS, LEWD",IC,Invest Cont, 2800      E  2ND                          ST,,"(34.04, -118.206)"
03/12/2014,140806591,11/01/2013,0800,08,West LA,0804,354,THEFT OF IDENTITY,IC,Invest Cont,12600         PROMONTORY                   RD,,"(34.1046, -118.4883)"
03/27/2014,140807109,11/01/2013,0005,08,West LA,0852,354,THEFT OF IDENTITY,IC,Invest Cont, 1700      S  WESTGATE                     AV,,"(34.0397, -118.4569)"
03/06/2014,140907178,11/01/2013,1407,09,Van Nuys,0989,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont,13400         VENTURA                      BL,,"(34.147, -118.4249)"
03/18/2014,140907884,11/01/2013,1400,09,Van Nuys,0905,354,THEFT OF IDENTITY,IC,Invest Cont,14800         SHERMAN                      WY,,"(34.2012, -118.4552)"
03/06/2014,141006659,11/01/2013,1000,10,West Valley,1041,354,THEFT OF IDENTITY,IC,Invest Cont, 5900         DONNA                        AV,,"(34.1772, -118.5475)"
03/11/2014,141006868,11/01/2013,1300,10,West Valley,1037,860,BATTERY WITH SEXUAL CONTACT,IC,Invest Cont,17000         HAYNES                       ST,,"(34.1893, -118.5031)"
03/19/2014,141007437,11/01/2013,0800,10,West Valley,1025,354,THEFT OF IDENTITY,IC,Invest Cont,17700         SHERMAN                      WY,,"(34.2011, -118.5186)"
03/28/2014,141007650,11/01/2013,0700,10,West Valley,1005,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,17800         BLYTHE                       ST,,"(34.215, -118.5209)"
03/11/2014,141107165,11/01/2013,1600,11,Northeast,1109,510,VEHICLE - STOLEN,IC,Invest Cont, 1800         HILL                         DR,,"(34.1435, -118.2063)"
03/01/2014,141207605,11/01/2013,1200,12,77th Street,1269,354,THEFT OF IDENTITY,IC,Invest Cont,  700      E  80TH                         ST,,"(33.9665, -118.2629)"
03/16/2014,141208557,11/01/2013,1600,12,77th Street,1231,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont,              SLAUSON,   LA BREA,"(33.9886, -118.3585)"
03/08/2014,141307664,11/01/2013,0001,13,Newton,1344,354,THEFT OF IDENTITY,IC,Invest Cont,  600      E  41ST                         PL,,"(34.0082, -118.2652)"
03/12/2014,141409244,11/01/2013,0100,14,Pacific,1434,812,"CHILD, CRIME AGAINST",IC,Invest Cont, 2200      W  WALGROVE                     AV,,"(34, -118.4485)"
03/12/2014,141409738,11/01/2013,1000,14,Pacific,1477,813,CHILD ENDANGERMENT/NEG.,IC,Invest Cont, 6000      W  79TH                         ST,,"(33.9663, -118.3885)"
03/27/2014,141410285,11/01/2013,1200,14,Pacific,1468,810,"SEX, UNLAWFUL",IC,Invest Cont,11700         ALLIN                        ST,,"(33.9929, -118.4091)"
03/24/2014,141508193,11/01/2013,0900,15,N Hollywood,1519,354,THEFT OF IDENTITY,IC,Invest Cont, 6700         CLYBOURN                     AV,,"(34.1922, -118.3637)"
03/28/2014,141508431,11/01/2013,1200,15,N Hollywood,1535,805,PIMPING,IC,Invest Cont,              LANKERSHIM                   BL,   SAN FERNANDO                 RD,"(34.2337, -118.3878)"
03/04/2014,141706752,11/01/2013,1200,17,Devonshire,1721,354,THEFT OF IDENTITY,IC,Invest Cont,21100         TULSA                        ST,,"(34.2675, -118.5934)"
03/10/2014,141707030,11/01/2013,1700,17,Devonshire,1764,330,BURGLARY FROM VEHICLE,AA,Adult Arrest, 9300         TAMPA                        AV,,"(34.2433, -118.5536)"
03/20/2014,141909361,11/01/2013,0001,19,Mission,1915,813,CHILD ENDANGERMENT/NEG.,IC,Invest Cont,14200         AZTEC                        ST,,"(34.2978, -118.4428)"
03/20/2014,141909363,11/01/2013,0001,19,Mission,1915,813,CHILD ENDANGERMENT/NEG.,IC,Invest Cont,14200         AZTEC                        ST,,"(34.2978, -118.4428)"
03/06/2014,142006963,11/01/2013,1200,20,Olympic,2019,956,"LETTERS, LEWD",AO,Adult Other,  200      S  COMMONWEALTH                 AV,,"(34.0705, -118.2857)"
03/13/2014,142007257,11/01/2013,0800,20,Olympic,2022,354,THEFT OF IDENTITY,IC,Invest Cont,  500      S  MANHATTAN                    PL,,"(34.0654, -118.3103)"
03/07/2014,142107071,11/01/2013,2200,21,Topanga,2137,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,IC,Invest Cont,21000         VALERIO                      ST,,"(34.2047, -118.5906)"
03/26/2014,142007921,10/31/2013,1200,20,Olympic,2027,354,THEFT OF IDENTITY,IC,Invest Cont,  600      S  CATALINA                     ST,,"(34.0636, -118.2954)"
03/15/2014,141107372,10/30/2013,0800,11,Northeast,1126,354,THEFT OF IDENTITY,IC,Invest Cont, 1600      N  AVENUE 54,,"(34.1227, -118.1988)"
03/11/2014,141606450,10/30/2013,1200,16,Foothill,1606,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont,11300         OSBORNE                      PL,,"(34.2767, -118.3783)"
03/05/2014,141907671,10/30/2013,0700,19,Mission,1998,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 7700         CHERRYSTONE                  AV,,"(34.2114, -118.4341)"
03/12/2014,140706634,10/29/2013,1200,07,Wilshire,0713,354,THEFT OF IDENTITY,IC,Invest Cont,  300      N  CURSON                       AV,,"(34.0761, -118.3553)"
03/05/2014,141507184,10/29/2013,0600,15,N Hollywood,1516,510,VEHICLE - STOLEN,IC,Invest Cont, 6800         TROOST                       AV,,"(34.194, -118.3864)"
03/21/2014,141508068,10/29/2013,1200,15,N Hollywood,1549,310,BURGLARY,IC,Invest Cont, 5400         VINELAND                     AV,,"(34.1687, -118.3703)"
03/19/2014,140806891,10/28/2013,1200,08,West LA,0889,354,THEFT OF IDENTITY,IC,Invest Cont, 8700         CADILLAC                     AV,,"(34.0391, -118.3804)"
03/19/2014,140806892,10/28/2013,1200,08,West LA,0889,354,THEFT OF IDENTITY,IC,Invest Cont, 8700         CADILLAC                     AV,,"(34.0391, -118.3804)"
03/27/2014,141209230,10/26/2013,1200,12,77th Street,1259,810,"SEX, UNLAWFUL",IC,Invest Cont,  600      E  74TH                         ST,,"(33.973, -118.2652)"
03/20/2014,140507124,10/22/2013,1700,05,Harbor,0525,354,THEFT OF IDENTITY,IC,Invest Cont,  400      W  F                            ST,,"(33.7769, -118.2661)"
03/27/2014,140807115,10/22/2013,1700,08,West LA,0833,440,THEFT PLAIN - PETTY (UNDER $400),IC,Invest Cont, 1400         VETERAN                      AV,,"(34.0538, -118.4443)"
03/03/2014,141106813,10/22/2013,1800,11,Northeast,1158,626,SPOUSAL(COHAB) ABUSE - SIMPLE ASSAULT,IC,Invest Cont,  300      W  AVENUE 38,,"(34.0907, -118.2121)"
03/01/2014,141606085,10/22/2013,0001,16,Foothill,1678,354,THEFT OF IDENTITY,IC,Invest Cont,10500         VINEDALE                     ST,,"(34.2287, -118.3621)"
03/18/2014,141807733,10/22/2013,1015,18,Southeast,1832,810,"SEX, UNLAWFUL",IC,Invest Cont,  400      W  107TH                        ST,,"(33.9392, -118.2805)"
03/04/2014,141207811,10/21/2013,0800,12,77th Street,1241,341,THEFT-GRAND (OVER $400 OR $100 IF FOWL),IC,Invest Cont, 6200         11TH                         AV,,"(33.9837, -118.3294)"
03/17/2014,141208585,10/18/2013,1200,12,77th Street,1241,624,BATTERY - SIMPLE ASSAULT,IC,Invest Cont, 3200      W  60TH                         ST,,"(33.9854, -118.3279)"
03/26/2014,140707174,10/16/2013,1018,07,Wilshire,0701,440,THEFT PLAIN - PETTY (UNDER $400),AO,Adult Other, 8200         MELROSE                      AV,,"(34.0837, -118.368)"
03/05/2014,141307442,10/16/2013,0001,13,Newton,1391,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 7100      S  BROADWAY,,"(33.9756, -118.2783)"
03/28/2014,140807149,10/15/2013,0800,08,West LA,0889,354,THEFT OF IDENTITY,IC,Invest Cont, 2000      S  CORNING                      ST,,"(34.041, -118.3802)"
03/19/2014,141707473,10/15/2013,1200,17,Devonshire,1779,354,THEFT OF IDENTITY,IC,Invest Cont,16100         VINCENNES                    ST,,"(34.241, -118.4833)"
03/04/2014,141900636,10/15/2013,0800,19,Mission,1981,810,"SEX, UNLAWFUL",AA,Adult Arrest, 8700         ORION                        AV,,"(34.2283, -118.472)"
03/06/2014,140706402,10/14/2013,1600,07,Wilshire,0765,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont, 4800         VENICE                       BL,,"(34.0466, -118.3405)"
03/20/2014,141606805,10/14/2013,0645,16,Foothill,1633,624,BATTERY - SIMPLE ASSAULT,JO,Juv Other,11000         BORDEN                       AV,,"(34.2697, -118.4017)"
03/08/2014,141907769,10/14/2013,1200,19,Mission,1984,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 8600         WILLIS                       AV,,"(34.2265, -118.4553)"
03/07/2014,140307753,10/13/2013,0900,03,Southwest,0359,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 3900      S  FIGUEROA                     ST,,"(34.014, -118.2827)"
03/07/2014,140706474,10/11/2013,1100,07,Wilshire,0765,354,THEFT OF IDENTITY,IC,Invest Cont, 1200      S  CITRUS                       AV,,"(34.0534, -118.3425)"
03/27/2014,142007967,10/11/2013,0800,20,Olympic,2058,946,OTHER MISCELLANEOUS CRIME,IC,Invest Cont,  900      S  WESTMORELAND                 AV,,"(34.0537, -118.2891)"
03/20/2014,140308415,10/10/2013,0900,03,Southwest,0337,649,DOCUMENT FORGERY / STOLEN FELONY,IC,Invest Cont, 1800      W  30TH                         ST,,"(34.0273, -118.306)"
03/01/2014,141907424,10/10/2013,2230,19,Mission,1981,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont, 8400         LANGDON                      AV,,"(34.2231, -118.4699)"
03/01/2014,141907425,10/10/2013,2230,19,Mission,1981,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont, 8400         LANGDON                      AV,,"(34.2231, -118.4699)"
03/01/2014,141907426,10/10/2013,2230,19,Mission,1981,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",IC,Invest Cont, 8400         LANGDON                      AV,,"(34.2231, -118.4699)"
03/12/2014,140706657,10/09/2013,1200,07,Wilshire,0763,354,THEFT OF IDENTITY,IC,Invest Cont, 1500      S  OGDEN                        DR,,"(34.0493, -118.365)"
03/27/2014,141410310,10/07/2013,0800,14,Pacific,1444,900,VIOLATION OF COURT ORDER,IC,Invest Cont, 1100         GRANT                        AV,,"(33.9906, -118.4507)"
03/08/2014,141606308,10/07/2013,1655,16,Foothill,1638,997,TRAFFIC DR #,IC,Invest Cont,              FOOTHILL                     BL,   APPERSON                     ST,"(34.256, -118.2979)"
